DateKey,ProductKey,RegionKey,ChannelKey,UnitsSold,NetRevenue,COGS,GrossMargin,TradeSpend
2025-07-01,SPK-LIME,Mountain,Club,1814,25398.48,11429.32,13969.16,2031.88
2025-07-01,SPK-LIME,Mountain,Convenience,2035,28488.68,12819.91,15668.77,2279.09
2025-07-01,SPK-LIME,Mountain,Ecommerce,884,12382.16,5571.97,6810.19,990.57
2025-07-01,SPK-LIME,Mountain,Foodservice,1208,16911.51,7610.18,9301.33,1352.92
2025-07-01,SPK-LIME,Mountain,Grocery,3140,43953.23,19778.95,24174.28,3516.26
2025-07-01,SPK-LIME,Northeast,Club,2302,32231.11,14504.0,17727.11,2578.49
2025-07-01,SPK-LIME,Northeast,Convenience,2545,35629.22,16033.15,19596.07,2850.34
2025-07-01,SPK-LIME,Northeast,Ecommerce,1120,15675.7,7054.06,8621.64,1254.06
2025-07-01,SPK-LIME,Northeast,Foodservice,1668,23358.06,10511.13,12846.93,1868.64
2025-07-01,SPK-LIME,Northeast,Grocery,3855,53975.78,24289.1,29686.68,4318.06
2025-07-01,SPK-LIME,South,Club,2859,40030.92,18013.91,22017.01,3202.47
2025-07-01,SPK-LIME,South,Convenience,3010,42145.08,18965.29,23179.79,3371.61
2025-07-01,SPK-LIME,South,Ecommerce,1426,19969.3,8986.18,10983.12,1597.54
2025-07-01,SPK-LIME,South,Foodservice,1899,26592.95,11966.83,14626.12,2127.44
2025-07-01,SPK-LIME,South,Grocery,4612,64574.58,29058.56,35516.02,5165.97
2025-07-01,SPK-LIME,West,Club,3354,46962.94,21133.32,25829.62,3757.04
2025-07-01,SPK-LIME,West,Convenience,3746,52448.24,23601.71,28846.53,4195.86
2025-07-01,SPK-LIME,West,Ecommerce,1642,22982.51,10342.13,12640.38,1838.6
2025-07-01,SPK-LIME,West,Foodservice,2311,32350.08,14557.54,17792.54,2588.01
2025-07-01,SPK-LIME,West,Grocery,5727,80183.81,36082.71,44101.1,6414.7
2025-07-01,SPK-PLAIN,Midwest,Club,1809,25331.27,11399.07,13932.2,2026.5
2025-07-01,SPK-PLAIN,Midwest,Convenience,2008,28109.87,12649.44,15460.43,2248.79
2025-07-01,SPK-PLAIN,Midwest,Ecommerce,912,12773.06,5747.88,7025.18,1021.84
2025-07-01,SPK-PLAIN,Midwest,Foodservice,1282,17951.28,8078.08,9873.2,1436.1
2025-07-01,SPK-PLAIN,Midwest,Grocery,3105,43473.62,19563.13,23910.49,3477.89
2025-07-01,SPK-PLAIN,Mountain,Club,1331,18630.84,8383.88,10246.96,1490.47
2025-07-01,SPK-PLAIN,Mountain,Convenience,1370,19179.65,8630.84,10548.81,1534.37
2025-07-01,SPK-PLAIN,Mountain,Ecommerce,645,9028.74,4062.93,4965.81,722.3
2025-07-01,SPK-PLAIN,Mountain,Foodservice,922,12914.49,5811.52,7102.97,1033.16
2025-07-01,SPK-PLAIN,Mountain,Grocery,2255,31563.44,14203.55,17359.89,2525.08
2025-07-01,SPK-PLAIN,Northeast,Club,1650,23096.22,10393.3,12702.92,1847.7
2025-07-01,SPK-PLAIN,Northeast,Convenience,1850,25898.5,11654.32,14244.18,2071.88
2025-07-01,SPK-PLAIN,Northeast,Ecommerce,857,12004.13,5401.86,6602.27,960.33
2025-07-01,SPK-PLAIN,Northeast,Foodservice,1138,15930.84,7168.88,8761.96,1274.47
2025-07-01,SPK-PLAIN,Northeast,Grocery,2831,39627.12,17832.2,21794.92,3170.17
2025-07-01,SPK-PLAIN,South,Club,2051,28713.87,12921.24,15792.63,2297.11
2025-07-01,SPK-PLAIN,South,Convenience,2253,31536.89,14191.6,17345.29,2522.95
2025-07-01,SPK-PLAIN,South,Ecommerce,1037,14519.88,6533.95,7985.93,1161.59
2025-07-01,SPK-PLAIN,South,Foodservice,1455,20366.31,9164.84,11201.47,1629.3
2025-07-01,SPK-PLAIN,South,Grocery,3439,48151.17,21668.03,26483.14,3852.09
2025-07-01,SPK-PLAIN,West,Club,2324,32529.68,14638.36,17891.32,2602.37
2025-07-01,SPK-PLAIN,West,Convenience,2560,35841.29,16128.58,19712.71,2867.3
2025-07-01,SPK-PLAIN,West,Ecommerce,1194,16712.36,7520.56,9191.8,1336.99
2025-07-01,SPK-PLAIN,West,Foodservice,1645,23028.27,10362.72,12665.55,1842.26
2025-07-01,SPK-PLAIN,West,Grocery,4188,58637.42,26386.84,32250.58,4690.99
2025-07-01,STL-1L,Midwest,Club,20443,183985.01,114070.71,69914.3,11039.1
2025-07-01,STL-1L,Midwest,Convenience,6253,56280.79,34894.09,21386.7,3376.85
2025-07-01,STL-1L,Midwest,Ecommerce,2746,24712.6,15321.81,9390.79,1482.76
2025-07-01,STL-1L,Midwest,Foodservice,4060,36540.43,22655.07,13885.36,2192.43
2025-07-01,STL-1L,Midwest,Grocery,9640,86757.66,53789.75,32967.91,5205.46
2025-07-01,STL-1L,Mountain,Club,3939,35448.86,21978.29,13470.57,2126.93
2025-07-01,STL-1L,Mountain,Convenience,4406,39658.46,24588.25,15070.21,2379.51
2025-07-01,STL-1L,Mountain,Ecommerce,2071,18639.34,11556.39,7082.95,1118.36
2025-07-01,STL-1L,Mountain,Foodservice,2701,24307.1,15070.4,9236.7,1458.43
2025-07-01,STL-1L,Mountain,Grocery,6829,61464.67,38108.1,23356.57,3687.88
2025-07-01,STL-1L,Northeast,Club,5124,46116.81,28592.42,17524.39,2767.01
2025-07-01,STL-1L,Northeast,Convenience,5691,51219.41,31756.03,19463.38,3073.16
2025-07-01,STL-1L,Northeast,Ecommerce,2483,22347.05,13855.17,8491.88,1340.82
2025-07-01,STL-1L,Northeast,Foodservice,3568,32112.72,19909.89,12202.83,1926.76
2025-07-01,STL-1L,Northeast,Grocery,8511,76597.01,47490.15,29106.86,4595.82
2025-07-01,STL-1L,South,Club,6073,54652.55,33884.58,20767.97,3279.15
2025-07-01,STL-1L,South,Convenience,7027,63239.76,39208.65,24031.11,3794.39
2025-07-01,STL-1L,South,Ecommerce,3050,27449.25,17018.53,10430.72,1646.96
2025-07-01,STL-1L,South,Foodservice,4218,37958.43,23534.23,14424.2,2277.51
2025-07-01,STL-1L,South,Grocery,10691,96222.45,59657.92,36564.53,5773.35
2025-07-01,STL-1L,West,Club,7109,63978.27,39666.53,24311.74,3838.7
2025-07-01,STL-1L,West,Convenience,7899,71091.43,44076.69,27014.74,4265.49
2025-07-01,STL-1L,West,Ecommerce,3655,32892.07,20393.08,12498.99,1973.52
2025-07-01,STL-1L,West,Foodservice,4972,44751.79,27746.11,17005.68,2685.11
2025-07-01,STL-1L,West,Grocery,12576,113183.37,70173.69,43009.68,6791.0
2025-07-01,STL-500,Midwest,Club,6009,54077.95,33528.33,20549.62,3244.68
2025-07-01,STL-500,Midwest,Convenience,6732,60590.98,37566.41,23024.57,3635.46
2025-07-01,STL-500,Midwest,Ecommerce,3084,27752.74,17206.7,10546.04,1665.16
2025-07-01,STL-500,Midwest,Foodservice,4156,37401.47,23188.91,14212.56,2244.09
2025-07-01,STL-500,Midwest,Grocery,10011,90102.69,55863.67,34239.02,5406.16
2025-07-01,STL-500,Mountain,Club,4141,37267.81,23106.04,14161.77,2236.07
2025-07-01,STL-500,Mountain,Convenience,4876,43888.17,27210.67,16677.5,2633.29
2025-07-01,STL-500,Mountain,Ecommerce,2147,19320.98,11979.01,7341.97,1159.26
2025-07-01,STL-500,Mountain,Foodservice,2952,26570.4,16473.65,10096.75,1594.22
2025-07-01,STL-500,Mountain,Grocery,7413,66721.44,41367.29,25354.15,4003.29
2025-07-01,STL-500,Northeast,Club,5547,49924.11,30952.95,18971.16,2995.45
2025-07-01,STL-500,Northeast,Convenience,6037,54336.75,33688.79,20647.96,3260.2
2025-07-01,STL-500,Northeast,Ecommerce,2813,25314.53,15695.01,9619.52,1518.87
2025-07-01,STL-500,Northeast,Foodservice,3984,35852.35,22228.46,13623.89,2151.14
2025-07-01,STL-500,Northeast,Grocery,9401,84610.76,52458.67,32152.09,5076.65
2025-07-01,STL-500,South,Club,6576,59182.51,36693.16,22489.35,3550.95
2025-07-01,STL-500,South,Convenience,7363,66268.58,41086.52,25182.06,3976.11
2025-07-01,STL-500,South,Ecommerce,3501,31508.76,19535.43,11973.33,1890.53
2025-07-01,STL-500,South,Foodservice,4833,43499.85,26969.91,16529.94,2609.99
2025-07-01,STL-500,South,Grocery,11739,105648.49,65502.06,40146.43,6338.91
2025-07-01,STL-500,West,Club,7676,69080.49,42829.9,26250.59,4144.83
2025-07-01,STL-500,West,Convenience,8989,80902.46,50159.53,30742.93,4854.15
2025-07-01,STL-500,West,Ecommerce,3885,34967.13,21679.62,13287.51,2098.03
2025-07-01,STL-500,West,Foodservice,5422,48796.54,30253.85,18542.69,2927.79
2025-07-01,STL-500,West,Grocery,13007,117060.05,72577.23,44482.82,7023.6
2025-08-01,COLA-CHERRY,Midwest,Club,3113,37358.42,20547.13,16811.29,5230.18
2025-08-01,COLA-CHERRY,Midwest,Convenience,3466,41596.57,22878.11,18718.46,5823.52
2025-08-01,COLA-CHERRY,Midwest,Ecommerce,1642,19707.94,10839.37,8868.57,2759.11
2025-08-01,COLA-CHERRY,Midwest,Foodservice,2152,25829.38,14206.16,11623.22,3616.11
2025-08-01,COLA-CHERRY,Midwest,Grocery,5325,63895.49,35142.52,28752.97,8945.37
2025-08-01,COLA-CHERRY,Mountain,Club,2298,27577.97,15167.88,12410.09,3860.92
2025-08-01,COLA-CHERRY,Mountain,Convenience,2412,28941.54,15917.85,13023.69,4051.82
2025-08-01,COLA-CHERRY,Mountain,Ecommerce,1102,13222.02,7272.11,5949.91,1851.08
2025-08-01,COLA-CHERRY,Mountain,Foodservice,1552,18622.47,10242.36,8380.11,2607.15
2025-08-01,COLA-CHERRY,Mountain,Grocery,3835,46022.36,25312.3,20710.06,6443.13
2025-08-01,COLA-CHERRY,Northeast,Club,2924,35084.7,19296.58,15788.12,4911.86
2025-08-01,COLA-CHERRY,Northeast,Convenience,3260,39117.76,21514.77,17602.99,5476.49
2025-08-01,COLA-CHERRY,Northeast,Ecommerce,1405,16854.91,9270.2,7584.71,2359.69
2025-08-01,COLA-CHERRY,Northeast,Foodservice,1997,23969.77,13183.37,10786.4,3355.77
2025-08-01,COLA-CHERRY,Northeast,Grocery,5014,60163.29,33089.81,27073.48,8422.86
2025-08-01,COLA-CHERRY,South,Club,3384,40606.44,22333.54,18272.9,5684.9
2025-08-01,COLA-CHERRY,South,Convenience,3956,47469.63,26108.3,21361.33,6645.75
2025-08-01,COLA-CHERRY,South,Ecommerce,1813,21761.44,11968.79,9792.65,3046.6
2025-08-01,COLA-CHERRY,South,Foodservice,2499,29983.74,16491.06,13492.68,4197.72
2025-08-01,COLA-CHERRY,South,Grocery,6110,73321.31,40326.72,32994.59,10264.98
2025-08-01,COLA-CHERRY,West,Club,4261,51131.1,28122.1,23009.0,7158.35
2025-08-01,COLA-CHERRY,West,Convenience,4644,55731.28,30652.2,25079.08,7802.38
2025-08-01,COLA-CHERRY,West,Ecommerce,2058,24698.54,13584.2,11114.34,3457.8
2025-08-01,COLA-CHERRY,West,Foodservice,2889,34662.21,19064.22,15597.99,4852.71
2025-08-01,COLA-CHERRY,West,Grocery,6794,81527.17,44839.94,36687.23,11413.8
2025-08-01,COLA-DIET,Midwest,Club,15148,181776.19,99976.9,81799.29,25448.67
2025-08-01,COLA-DIET,Midwest,Convenience,4188,50252.58,27638.92,22613.66,7035.36
2025-08-01,COLA-DIET,Midwest,Ecommerce,1963,23557.95,12956.87,10601.08,3298.11
2025-08-01,COLA-DIET,Midwest,Foodservice,2774,33292.62,18310.94,14981.68,4660.97
2025-08-01,COLA-DIET,Midwest,Grocery,6765,81175.5,44646.52,36528.98,11364.57
2025-08-01,COLA-DIET,Mountain,Club,2609,31303.88,17217.13,14086.75,4382.54
2025-08-01,COLA-DIET,Mountain,Convenience,2981,35773.64,19675.5,16098.14,5008.31
2025-08-01,COLA-DIET,Mountain,Ecommerce,1357,16285.6,8957.08,7328.52,2279.98
2025-08-01,COLA-DIET,Mountain,Foodservice,1914,22966.89,12631.79,10335.1,3215.36
2025-08-01,COLA-DIET,Mountain,Grocery,4490,53874.75,29631.11,24243.64,7542.47
2025-08-01,COLA-DIET,Northeast,Club,3409,40904.44,22497.44,18407.0,5726.62
2025-08-01,COLA-DIET,Northeast,Convenience,3787,45446.32,24995.48,20450.84,6362.48
2025-08-01,COLA-DIET,Northeast,Ecommerce,1669,20022.28,11012.25,9010.03,2803.12
2025-08-01,COLA-DIET,Northeast,Foodservice,2433,29197.92,16058.86,13139.06,4087.71
2025-08-01,COLA-DIET,Northeast,Grocery,5660,67914.37,37352.9,30561.47,9508.01
2025-08-01,COLA-DIET,South,Club,4253,51039.61,28071.79,22967.82,7145.55
2025-08-01,COLA-DIET,South,Convenience,4483,53800.38,29590.21,24210.17,7532.05
2025-08-01,COLA-DIET,South,Ecommerce,2151,25813.36,14197.35,11616.01,3613.87
2025-08-01,COLA-DIET,South,Foodservice,3052,36620.89,20141.49,16479.4,5126.92
2025-08-01,COLA-DIET,South,Grocery,7115,85377.15,46957.43,38419.72,11952.8
2025-08-01,COLA-DIET,West,Club,4883,58591.99,32225.59,26366.4,8202.88
2025-08-01,COLA-DIET,West,Convenience,5437,65238.38,35881.11,29357.27,9133.37
2025-08-01,COLA-DIET,West,Ecommerce,2586,31029.94,17066.47,13963.47,4344.19
2025-08-01,COLA-DIET,West,Foodservice,3621,43448.52,23896.69,19551.83,6082.79
2025-08-01,COLA-DIET,West,Grocery,8713,104555.53,57505.54,47049.99,14637.77
2025-08-01,COLA-REG,Midwest,Club,16412,196946.78,108320.73,88626.05,27572.55
2025-08-01,COLA-REG,Midwest,Convenience,5506,66066.63,36336.65,29729.98,9249.33
2025-08-01,COLA-REG,Midwest,Ecommerce,2608,31296.37,17213.0,14083.37,4381.49
2025-08-01,COLA-REG,Midwest,Foodservice,3594,43124.32,23718.38,19405.94,6037.4
2025-08-01,COLA-REG,Midwest,Grocery,8905,106854.7,58770.08,48084.62,14959.66
2025-08-01,COLA-REG,Mountain,Club,3726,44712.75,24592.01,20120.74,6259.79
2025-08-01,COLA-REG,Mountain,Convenience,3935,47222.43,25972.34,21250.09,6611.14
2025-08-01,COLA-REG,Mountain,Ecommerce,1722,20662.15,11364.18,9297.97,2892.7
2025-08-01,COLA-REG,Mountain,Foodservice,2501,30007.18,16503.95,13503.23,4201.01
2025-08-01,COLA-REG,Mountain,Grocery,5972,71660.13,39413.07,32247.06,10032.42
2025-08-01,COLA-REG,Northeast,Club,4757,57088.8,31398.84,25689.96,7992.43
2025-08-01,COLA-REG,Northeast,Convenience,5040,60478.38,33263.11,27215.27,8466.97
2025-08-01,COLA-REG,Northeast,Ecommerce,2337,28046.1,15425.36,12620.74,3926.45
2025-08-01,COLA-REG,Northeast,Foodservice,3330,39959.95,21977.97,17981.98,5594.39
2025-08-01,COLA-REG,Northeast,Grocery,7981,95771.26,52674.19,43097.07,13407.98
2025-08-01,COLA-REG,South,Club,5563,66753.14,36714.23,30038.91,9345.44
2025-08-01,COLA-REG,South,Convenience,6093,73120.78,40216.43,32904.35,10236.91
2025-08-01,COLA-REG,South,Ecommerce,2797,33559.05,18457.48,15101.57,4698.27
2025-08-01,COLA-REG,South,Foodservice,3813,45758.76,25167.32,20591.44,6406.23
2025-08-01,COLA-REG,South,Grocery,9828,117933.83,64863.61,53070.22,16510.74
2025-08-01,COLA-REG,West,Club,6870,82443.41,45343.88,37099.53,11542.08
2025-08-01,COLA-REG,West,Convenience,7449,89393.08,49166.19,40226.89,12515.03
2025-08-01,COLA-REG,West,Ecommerce,3265,39177.4,21547.57,17629.83,5484.84
2025-08-01,COLA-REG,West,Foodservice,4764,57162.37,31439.3,25723.07,8002.73
2025-08-01,COLA-REG,West,Grocery,11024,132291.23,72760.18,59531.05,18520.77
2025-08-01,ENG-ORIG,Midwest,Club,1595,35080.27,14032.11,21048.16,3858.83
2025-08-01,ENG-ORIG,Midwest,Convenience,1707,37562.92,15025.17,22537.75,4131.92
2025-08-01,ENG-ORIG,Midwest,Ecommerce,795,17485.91,6994.36,10491.55,1923.45
2025-08-01,ENG-ORIG,Midwest,Foodservice,1122,24679.77,9871.91,14807.86,2714.77
2025-08-01,ENG-ORIG,Midwest,Grocery,2636,57996.35,23198.54,34797.81,6379.6
2025-08-01,ENG-ORIG,Mountain,Club,1143,25142.68,10057.07,15085.61,2765.69
2025-08-01,ENG-ORIG,Mountain,Convenience,1273,28010.46,11204.18,16806.28,3081.15
2025-08-01,ENG-ORIG,Mountain,Ecommerce,576,12677.94,5071.18,7606.76,1394.57
2025-08-01,ENG-ORIG,Mountain,Foodservice,792,17420.68,6968.27,10452.41,1916.27
2025-08-01,ENG-ORIG,Mountain,Grocery,1871,41162.97,16465.19,24697.78,4527.93
2025-08-01,ENG-ORIG,Northeast,Club,1442,31716.31,12686.52,19029.79,3488.79
2025-08-01,ENG-ORIG,Northeast,Convenience,1617,35573.75,14229.5,21344.25,3913.11
2025-08-01,ENG-ORIG,Northeast,Ecommerce,742,16327.51,6531.0,9796.51,1796.03
2025-08-01,ENG-ORIG,Northeast,Foodservice,1018,22406.39,8962.56,13443.83,2464.7
2025-08-01,ENG-ORIG,Northeast,Grocery,2397,52737.58,21095.03,31642.55,5801.13
2025-08-01,ENG-ORIG,South,Club,1717,37776.88,15110.75,22666.13,4155.46
2025-08-01,ENG-ORIG,South,Convenience,1943,42742.49,17097.0,25645.49,4701.67
2025-08-01,ENG-ORIG,South,Ecommerce,867,19081.85,7632.74,11449.11,2099.0
2025-08-01,ENG-ORIG,South,Foodservice,1207,26544.88,10617.95,15926.93,2919.94
2025-08-01,ENG-ORIG,South,Grocery,3030,66651.97,26660.79,39991.18,7331.72
2025-08-01,ENG-ORIG,West,Club,2087,45906.6,18362.64,27543.96,5049.73
2025-08-01,ENG-ORIG,West,Convenience,2241,49296.45,19718.58,29577.87,5422.61
2025-08-01,ENG-ORIG,West,Ecommerce,1071,23568.77,9427.51,14141.26,2592.56
2025-08-01,ENG-ORIG,West,Foodservice,1419,31228.18,12491.27,18736.91,3435.1
2025-08-01,ENG-ORIG,West,Grocery,3577,78701.85,31480.74,47221.11,8657.2
2025-08-01,ENG-ZERO,Midwest,Club,1277,28098.18,11239.27,16858.91,3090.8
2025-08-01,ENG-ZERO,Midwest,Convenience,1438,31643.56,12657.42,18986.14,3480.79
2025-08-01,ENG-ZERO,Midwest,Ecommerce,666,14662.83,5865.13,8797.7,1612.91
2025-08-01,ENG-ZERO,Midwest,Foodservice,867,19082.71,7633.08,11449.63,2099.1
2025-08-01,ENG-ZERO,Midwest,Grocery,2245,49384.8,19753.92,29630.88,5432.33
2025-08-01,ENG-ZERO,Mountain,Club,921,20258.12,8103.25,12154.87,2228.39
2025-08-01,ENG-ZERO,Mountain,Convenience,1025,22550.88,9020.35,13530.53,2480.6
2025-08-01,ENG-ZERO,Mountain,Ecommerce,441,9701.24,3880.5,5820.74,1067.14
2025-08-01,ENG-ZERO,Mountain,Foodservice,644,14175.37,5670.15,8505.22,1559.29
2025-08-01,ENG-ZERO,Mountain,Grocery,1554,34179.94,13671.98,20507.96,3759.79
2025-08-01,ENG-ZERO,Northeast,Club,1129,24841.43,9936.57,14904.86,2732.56
2025-08-01,ENG-ZERO,Northeast,Convenience,1272,27976.4,11190.56,16785.84,3077.4
2025-08-01,ENG-ZERO,Northeast,Ecommerce,599,13177.75,5271.1,7906.65,1449.55
2025-08-01,ENG-ZERO,Northeast,Foodservice,785,17280.87,6912.35,10368.52,1900.9
2025-08-01,ENG-ZERO,Northeast,Grocery,1987,43709.1,17483.64,26225.46,4808.0
2025-08-01,ENG-ZERO,South,Club,1469,32308.89,12923.56,19385.33,3553.98
2025-08-01,ENG-ZERO,South,Convenience,1575,34640.92,13856.37,20784.55,3810.5
2025-08-01,ENG-ZERO,South,Ecommerce,733,16120.88,6448.35,9672.53,1773.3
2025-08-01,ENG-ZERO,South,Foodservice,1009,22205.23,8882.09,13323.14,2442.58
2025-08-01,ENG-ZERO,South,Grocery,2383,52426.62,20970.65,31455.97,5766.93
2025-08-01,ENG-ZERO,West,Club,1718,37805.35,15122.14,22683.21,4158.59
2025-08-01,ENG-ZERO,West,Convenience,1813,39875.45,15950.18,23925.27,4386.3
2025-08-01,ENG-ZERO,West,Ecommerce,858,18881.63,7552.65,11328.98,2076.98
2025-08-01,ENG-ZERO,West,Foodservice,1181,25986.41,10394.56,15591.85,2858.51
2025-08-01,ENG-ZERO,West,Grocery,2799,61575.3,24630.12,36945.18,6773.28
2025-08-01,JUC-APPLE,Midwest,Club,2594,41509.45,24075.48,17433.97,3735.85
2025-08-01,JUC-APPLE,Midwest,Convenience,2859,45738.1,26528.1,19210.0,4116.43
2025-08-01,JUC-APPLE,Midwest,Ecommerce,1322,21159.53,12272.53,8887.0,1904.36
2025-08-01,JUC-APPLE,Midwest,Foodservice,1830,29279.62,16982.18,12297.44,2635.17
2025-08-01,JUC-APPLE,Midwest,Grocery,4488,71801.66,41644.96,30156.7,6462.15
2025-08-01,JUC-APPLE,Mountain,Club,1939,31024.95,17994.47,13030.48,2792.25
2025-08-01,JUC-APPLE,Mountain,Convenience,2078,33241.48,19280.06,13961.42,2991.73
2025-08-01,JUC-APPLE,Mountain,Ecommerce,922,14748.53,8554.15,6194.38,1327.37
2025-08-01,JUC-APPLE,Mountain,Foodservice,1337,21391.17,12406.88,8984.29,1925.21
2025-08-01,JUC-APPLE,Mountain,Grocery,3209,51340.35,29777.4,21562.95,4620.63
2025-08-01,JUC-APPLE,Northeast,Club,2385,38160.86,22133.3,16027.56,3434.48
2025-08-01,JUC-APPLE,Northeast,Convenience,2560,40960.99,23757.37,17203.62,3686.49
2025-08-01,JUC-APPLE,Northeast,Ecommerce,1184,18941.95,10986.33,7955.62,1704.78
2025-08-01,JUC-APPLE,Northeast,Foodservice,1686,26976.83,15646.56,11330.27,2427.91
2025-08-01,JUC-APPLE,Northeast,Grocery,4155,66475.41,38555.74,27919.67,5982.79
2025-08-01,JUC-APPLE,South,Club,3055,48885.77,28353.75,20532.02,4399.72
2025-08-01,JUC-APPLE,South,Convenience,3205,51274.22,29739.05,21535.17,4614.68
2025-08-01,JUC-APPLE,South,Ecommerce,1519,24304.95,14096.87,10208.08,2187.45
2025-08-01,JUC-APPLE,South,Foodservice,2079,33270.88,19297.11,13973.77,2994.38
2025-08-01,JUC-APPLE,South,Grocery,4879,78069.66,45280.4,32789.26,7026.27
2025-08-01,JUC-APPLE,West,Club,3340,53447.83,30999.74,22448.09,4810.3
2025-08-01,JUC-APPLE,West,Convenience,3888,62207.64,36080.43,26127.21,5598.69
2025-08-01,JUC-APPLE,West,Ecommerce,1723,27572.34,15991.96,11580.38,2481.51
2025-08-01,JUC-APPLE,West,Foodservice,2347,37550.72,21779.42,15771.3,3379.56
2025-08-01,JUC-APPLE,West,Grocery,5996,95939.35,55644.82,40294.53,8634.54
2025-08-01,JUC-MANGO,Midwest,Club,2244,35899.44,20821.68,15077.76,3230.95
2025-08-01,JUC-MANGO,Midwest,Convenience,2486,39782.24,23073.7,16708.54,3580.4
2025-08-01,JUC-MANGO,Midwest,Ecommerce,1120,17914.09,10390.17,7523.92,1612.27
2025-08-01,JUC-MANGO,Midwest,Foodservice,1474,23585.27,13679.46,9905.81,2122.67
2025-08-01,JUC-MANGO,Midwest,Grocery,3749,59991.23,34794.91,25196.32,5399.21
2025-08-01,JUC-MANGO,Mountain,Club,1559,24944.82,14468.0,10476.82,2245.03
2025-08-01,JUC-MANGO,Mountain,Convenience,1728,27655.38,16040.12,11615.26,2488.98
2025-08-01,JUC-MANGO,Mountain,Ecommerce,790,12639.95,7331.17,5308.78,1137.6
2025-08-01,JUC-MANGO,Mountain,Foodservice,1081,17290.58,10028.54,7262.04,1556.15
2025-08-01,JUC-MANGO,Mountain,Grocery,2594,41501.36,24070.79,17430.57,3735.12
2025-08-01,JUC-MANGO,Northeast,Club,2026,32416.22,18801.41,13614.81,2917.46
2025-08-01,JUC-MANGO,Northeast,Convenience,2118,33881.12,19651.05,14230.07,3049.3
2025-08-01,JUC-MANGO,Northeast,Ecommerce,1015,16234.91,9416.25,6818.66,1461.14
2025-08-01,JUC-MANGO,Northeast,Foodservice,1430,22880.27,13270.56,9609.71,2059.22
2025-08-01,JUC-MANGO,Northeast,Grocery,3322,53153.28,30828.9,22324.38,4783.8
2025-08-01,JUC-MANGO,South,Club,2381,38092.1,22093.42,15998.68,3428.29
2025-08-01,JUC-MANGO,South,Convenience,2660,42558.16,24683.73,17874.43,3830.23
2025-08-01,JUC-MANGO,South,Ecommerce,1160,18555.6,10762.25,7793.35,1670.0
2025-08-01,JUC-MANGO,South,Foodservice,1723,27567.05,15988.89,11578.16,2481.03
2025-08-01,JUC-MANGO,South,Grocery,4251,68018.81,39450.91,28567.9,6121.69
2025-08-01,JUC-MANGO,West,Club,2759,44143.79,25603.4,18540.39,3972.94
2025-08-01,JUC-MANGO,West,Convenience,3172,50750.66,29435.38,21315.28,4567.56
2025-08-01,JUC-MANGO,West,Ecommerce,1411,22578.38,13095.46,9482.92,2032.05
2025-08-01,JUC-MANGO,West,Foodservice,1999,31978.9,18547.76,13431.14,2878.1
2025-08-01,JUC-MANGO,West,Grocery,4736,75780.08,43952.45,31827.63,6820.21
2025-08-01,JUC-ORANGE,Midwest,Club,3073,49164.82,28515.6,20649.22,4424.83
2025-08-01,JUC-ORANGE,Midwest,Convenience,3441,55057.61,31933.41,23124.2,4955.18
2025-08-01,JUC-ORANGE,Midwest,Ecommerce,1524,24380.17,14140.5,10239.67,2194.22
2025-08-01,JUC-ORANGE,Midwest,Foodservice,2153,34454.84,19983.81,14471.03,3100.94
2025-08-01,JUC-ORANGE,Midwest,Grocery,5357,85705.81,49709.37,35996.44,7713.52
2025-08-01,JUC-ORANGE,Mountain,Club,2291,36650.29,21257.17,15393.12,3298.53
2025-08-01,JUC-ORANGE,Mountain,Convenience,2450,39196.65,22734.06,16462.59,3527.7
2025-08-01,JUC-ORANGE,Mountain,Ecommerce,1070,17114.13,9926.2,7187.93,1540.27
2025-08-01,JUC-ORANGE,Mountain,Foodservice,1559,24944.96,14468.08,10476.88,2245.05
2025-08-01,JUC-ORANGE,Mountain,Grocery,3650,58392.91,33867.89,24525.02,5255.36
2025-08-01,JUC-ORANGE,Northeast,Club,2850,45606.91,26452.01,19154.9,4104.62
2025-08-01,JUC-ORANGE,Northeast,Convenience,3230,51674.85,29971.41,21703.44,4650.74
2025-08-01,JUC-ORANGE,Northeast,Ecommerce,1377,22035.23,12780.43,9254.8,1983.17
2025-08-01,JUC-ORANGE,Northeast,Foodservice,2037,32596.51,18905.98,13690.53,2933.69
2025-08-01,JUC-ORANGE,Northeast,Grocery,4909,78547.97,45557.82,32990.15,7069.32
2025-08-01,JUC-ORANGE,South,Club,3546,56731.61,32904.33,23827.28,5105.84
2025-08-01,JUC-ORANGE,South,Convenience,3697,59152.62,34308.52,24844.1,5323.74
2025-08-01,JUC-ORANGE,South,Ecommerce,1780,28472.69,16514.16,11958.53,2562.54
2025-08-01,JUC-ORANGE,South,Foodservice,2500,40001.62,23200.94,16800.68,3600.15
2025-08-01,JUC-ORANGE,South,Grocery,6130,98074.11,56882.98,41191.13,8826.67
2025-08-01,JUC-ORANGE,West,Club,3972,63547.83,36857.74,26690.09,5719.3
2025-08-01,JUC-ORANGE,West,Convenience,4626,74016.05,42929.31,31086.74,6661.44
2025-08-01,JUC-ORANGE,West,Ecommerce,2127,34029.7,19737.23,14292.47,3062.67
2025-08-01,JUC-ORANGE,West,Foodservice,2893,46282.33,26843.75,19438.58,4165.41
2025-08-01,JUC-ORANGE,West,Grocery,6716,107449.48,62320.7,45128.78,9670.45
